Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
398,1.658333,-0.057994,-0.006793,-0.011923,0.998223,-0.853528,0.083402,0.023174,0.060416,-0.104502,-0.041046,0.991839,-0.453733,-0.105980,0.049677,0.017915,-0.005565,-0.041966,-0.998943,-0.773185,0.028434,0.939883
399,1.662500,-0.058027,-0.006358,-0.011873,0.998224,-0.853493,0.083290,0.023231,0.064381,-0.109976,-0.040964,0.991001,-0.445932,-0.104895,0.050776,0.017583,-0.005795,-0.041991,-0.998946,-0.769981,0.028402,0.939315
400,1.666667,-0.056449,-0.005355,-0.011696,0.998323,-0.853430,0.083288,0.023271,0.066790,-0.115248,-0.040879,0.990245,-0.438271,-0.103805,0.051870,0.017299,-0.006153,-0.041736,-0.998960,-0.766917,0.028472,0.938826
401,1.670833,-0.055360,-0.004426,-0.011062,0.998395,-0.853346,0.083329,0.023279,0.069364,-0.120248,-0.041272,0.989457,-0.430850,-0.102876,0.053009,0.017137,-0.006736,-0.041574,-0.998966,-0.763710,0.028483,0.938297
402,1.675000,-0.054272,-0.003666,-0.010638,0.998463,-0.853265,0.083309,0.023283,0.071789,-0.124993,-0.041754,0.988676,-0.423572,-0.101942,0.054107,0.016905,-0.007199,-0.041640,-0.998964,-0.760560,0.028496,0.937773
403,1.679167,-0.053350,-0.002997,-0.010241,0.998519,-0.853180,0.083270,0.023296,0.074906,-0.129985,-0.042028,0.987789,-0.416490,-0.101105,0.055200,0.016673,-0.007409,-0.041932,-0.998954,-0.757301,0.028431,0.937207
404,1.683333,-0.052869,-0.002344,-0.010001,0.998549,-0.853109,0.083197,0.023337,0.077690,-0.134944,-0.042185,0.986902,-0.409572,-0.100182,0.056333,0.016337,-0.007188,-0.042119,-0.998953,-0.754068,0.028369,0.936591
405,1.687500,-0.053577,-0.002024,-0.009631,0.998515,-0.853064,0.083094,0.023344,0.080540,-0.139047,-0.042741,0.986079,-0.402949,-0.099534,0.057362,0.015899,-0.007862,-0.042045,-0.998958,-0.750904,0.028344,0.936174
406,1.691667,-0.053152,-0.001086,-0.009283,0.998543,-0.853047,0.083037,0.023428,0.082436,-0.143458,-0.042681,0.985293,-0.396331,-0.098739,0.058337,0.015873,-0.008046,-0.042388,-0.998943,-0.747528,0.028190,0.935531
407,1.695833,-0.050880,0.000264,-0.008677,0.998667,-0.852969,0.083029,0.023508,0.083425,-0.147074,-0.043415,0.984645,-0.390097,-0.098026,0.059327,0.015414,-0.008008,-0.042453,-0.998948,-0.744299,0.028126,0.935000
408,1.700000,-0.049958,0.001112,-0.008515,0.998714,-0.852884,0.082977,0.023676,0.084615,-0.151226,-0.044603,0.983861,-0.384139,-0.097392,0.060265,0.014964,-0.008213,-0.042694,-0.998942,-0.741084,0.027985,0.934506
409,1.704167,-0.050983,0.001938,-0.007982,0.998666,-0.852871,0.082890,0.023658,0.085366,-0.154912,-0.044716,0.983217,-0.378184,-0.096724,0.061194,0.014896,-0.009025,-0.042786,-0.998933,-0.737816,0.027921,0.933990
410,1.708333,-0.050328,0.003946,-0.007711,0.998695,-0.852804,0.082730,0.023606,0.086838,-0.157443,-0.045719,0.982639,-0.372652,-0.096095,0.061988,0.014580,-0.009036,-0.043142,-0.998922,-0.734549,0.027780,0.933445
411,1.712500,-0.050262,0.005392,-0.007408,0.998694,-0.852742,0.082644,0.023730,0.088590,-0.160269,-0.046173,0.982005,-0.367235,-0.095432,0.062767,0.014399,-0.009116,-0.043210,-0.998921,-0.731319,0.027646,0.932889
412,1.716667,-0.049390,0.006850,-0.007037,0.998731,-0.852633,0.082578,0.023940,0.090440,-0.163912,-0.046592,0.981215,-0.361990,-0.094836,0.063483,0.013877,-0.009677,-0.043609,-0.998905,-0.728012,0.027461,0.932483
413,1.720833,-0.049882,0.007974,-0.006424,0.998703,-0.852582,0.082549,0.024024,0.091936,-0.166337,-0.046844,0.980656,-0.356936,-0.094305,0.063905,0.013606,-0.009431,-0.043953,-0.998896,-0.724582,0.027242,0.931874
414,1.725000,-0.049378,0.009143,-0.005983,0.998720,-0.852486,0.082516,0.024144,0.091977,-0.168544,-0.047486,0.980244,-0.352110,-0.093740,0.064341,0.013509,-0.009774,-0.044149,-0.998886,-0.721340,0.027088,0.931400
415,1.729167,-0.048859,0.010519,-0.005971,0.998732,-0.852369,0.082417,0.024329,0.092793,-0.170608,-0.048432,0.979764,-0.347586,-0.093334,0.064629,0.012853,-0.010007,-0.044647,-0.998870,-0.717957,0.026824,0.930943
416,1.733333,-0.050052,0.011733,-0.005546,0.998662,-0.852268,0.082387,0.024601,0.093583,-0.172198,-0.049277,0.979368,-0.343222,-0.092866,0.064818,0.012808,-0.010187,-0.044807,-0.998862,-0.714651,0.026639,0.930419
417,1.737500,-0.051403,0.012893,-0.004948,0.998583,-0.852241,0.082345,0.024675,0.095188,-0.174009,-0.049962,0.978859,-0.339042,-0.092346,0.064883,0.012192,-0.010214,-0.045242,-0.998850,-0.711270,0.026376,0.929988
418,1.741667,-0.052760,0.014172,-0.004520,0.998496,-0.852182,0.082283,0.024846,0.096378,-0.175219,-0.050877,0.978479,-0.335067,-0.091873,0.064815,0.012378,-0.010754,-0.045484,-0.998830,-0.707866,0.026146,0.929501
419,1.745833,-0.053801,0.015440,-0.004083,0.998424,-0.852100,0.082227,0.025051,0.097226,-0.175685,-0.051737,0.978266,-0.331306,-0.091415,0.064595,0.011973,-0.010605,-0.045854,-0.998820,-0.704535,0.025901,0.929082
420,1.750000,-0.054333,0.016934,-0.003865,0.998372,-0.851995,0.082203,0.025291,0.098426,-0.176384,-0.052631,0.977973,-0.327804,-0.090963,0.064274,0.011829,-0.011123,-0.046129,-0.998803,-0.701108,0.025648,0.928676
421,1.754167,-0.054978,0.018367,-0.003663,0.998312,-0.851929,0.082208,0.025536,0.100214,-0.176213,-0.053283,0.977787,-0.324455,-0.090481,0.063790,0.011918,-0.011519,-0.046455,-0.998783,-0.697682,0.025385,0.928260
422,1.758333,-0.055703,0.019887,-0.003460,0.998243,-0.851860,0.082198,0.025811,0.100931,-0.176685,-0.053922,0.977593,-0.321318,-0.090003,0.063273,0.011388,-0.011597,-0.046838,-0.998770,-0.694198,0.025055,0.927887
423,1.762500,-0.057041,0.021504,-0.003318,0.998135,-0.851812,0.082189,0.026143,0.101246,-0.175370,-0.054861,0.977745,-0.318428,-0.089537,0.062637,0.011569,-0.011865,-0.047119,-0.998752,-0.690691,0.024761,0.927467
424,1.766667,-0.058029,0.023533,-0.003042,0.998033,-0.851746,0.082183,0.026470,0.100886,-0.174725,-0.055941,0.977836,-0.315818,-0.089061,0.061976,0.010928,-0.011411,-0.047601,-0.998741,-0.687225,0.024439,0.927172
425,1.770833,-0.058615,0.025602,-0.002687,0.997949,-0.851680,0.082177,0.026766,0.100511,-0.172861,-0.056508,0.978174,-0.313305,-0.088545,0.061210,0.010722,-0.011677,-0.047834,-0.998730,-0.683649,0.024117,0.926846
426,1.775000,-0.058834,0.028097,-0.002356,0.997870,-0.851601,0.082169,0.027081,0.097822,-0.171067,-0.057845,0.978683,-0.311089,-0.088130,0.060488,0.010859,-0.011942,-0.048127,-0.998711,-0.680045,0.023768,0.926535
427,1.779167,-0.059596,0.031090,-0.002242,0.997736,-0.851477,0.082190,0.027516,0.096597,-0.168491,-0.058262,0.979227,-0.309066,-0.087674,0.059639,0.010392,-0.011671,-0.048645,-0.998694,-0.676419,0.023355,0.926286
428,1.783333,-0.061112,0.033622,-0.002143,0.997562,-0.851397,0.082215,0.028021,0.094354,-0.165723,-0.058539,0.979901,-0.307133,-0.087261,0.058681,0.010548,-0.011874,-0.048965,-0.998674,-0.672719,0.022974,0.925975
429,1.787500,-0.062733,0.036280,-0.001859,0.997369,-0.851318,0.082243,0.028494,0.091381,-0.161732,-0.058510,0.980851,-0.305549,-0.086758,0.057620,0.010050,-0.011504,-0.049254,-0.998670,-0.668998,0.022601,0.925762
430,1.791667,-0.063492,0.038727,-0.001620,0.997229,-0.851188,0.082297,0.028944,0.088520,-0.157450,-0.058235,0.981826,-0.304063,-0.086137,0.056544,0.010270,-0.011303,-0.049612,-0.998652,-0.665261,0.022192,0.925500
431,1.795833,-0.064208,0.041954,-0.002030,0.997052,-0.851193,0.082354,0.029405,0.086130,-0.152493,-0.057648,0.982855,-0.302684,-0.085574,0.055293,0.010258,-0.011476,-0.049773,-0.998642,-0.661457,0.021789,0.925385
432,1.800000,-0.065134,0.046265,-0.001524,0.996802,-0.851118,0.082425,0.029831,0.083977,-0.146868,-0.056857,0.983944,-0.301447,-0.084976,0.054004,0.010400,-0.011241,-0.050092,-0.998627,-0.657629,0.021358,0.925201
433,1.804167,-0.066064,0.050190,-0.001194,0.996552,-0.850975,0.082488,0.030506,0.079831,-0.139627,-0.056569,0.985358,-0.300229,-0.084404,0.052587,0.010454,-0.011412,-0.050367,-0.998611,-0.653793,0.020919,0.925129
434,1.808333,-0.066926,0.053284,-0.000951,0.996334,-0.850833,0.082491,0.031131,0.077079,-0.131137,-0.056704,0.986735,-0.299084,-0.083875,0.051053,0.010516,-0.010658,-0.050600,-0.998607,-0.649874,0.020444,0.924926
435,1.812500,-0.068354,0.056370,-0.000534,0.996067,-0.850688,0.082482,0.031724,0.075468,-0.122703,-0.056821,0.987937,-0.298033,-0.083415,0.049484,0.010710,-0.010256,-0.051155,-0.998581,-0.645875,0.019889,0.924846
436,1.816667,-0.070010,0.060997,0.000002,0.995680,-0.850358,0.082480,0.032457,0.072630,-0.114691,-0.057633,0.989065,-0.297049,-0.083146,0.048048,0.011005,-0.010211,-0.051258,-0.998573,-0.641956,0.019406,0.924909
437,1.820833,-0.071732,0.065673,0.000864,0.995259,-0.850193,0.082535,0.033096,0.069557,-0.106263,-0.058709,0.990163,-0.295965,-0.082840,0.046622,0.011125,-0.009360,-0.051642,-0.998560,-0.637907,0.018818,0.924803
438,1.825000,-0.073835,0.071364,0.001293,0.994713,-0.849930,0.082646,0.033917,0.067798,-0.099617,-0.059858,0.990907,-0.295110,-0.082625,0.045344,0.011774,-0.009673,-0.051644,-0.998549,-0.633976,0.018356,0.924976
439,1.829167,-0.075737,0.076940,0.002435,0.994152,-0.849714,0.082701,0.034710,0.066628,-0.093645,-0.060761,0.991514,-0.294180,-0.082439,0.044207,0.012864,-0.009138,-0.052207,-0.998512,-0.629918,0.017775,0.924902
440,1.833333,-0.078362,0.082790,0.003802,0.993474,-0.849499,0.082761,0.035483,0.061948,-0.087717,-0.062140,0.992274,-0.293373,-0.082359,0.043088,0.013201,-0.008273,-0.052380,-0.998506,-0.625724,0.017198,0.924950
441,1.837500,-0.080987,0.089174,0.005189,0.992705,-0.849245,0.082800,0.036360,0.059216,-0.082221,-0.062243,0.992904,-0.292584,-0.082195,0.042107,0.013073,-0.006992,-0.052592,-0.998506,-0.621692,0.016614,0.925198
442,1.841667,-0.083725,0.095916,0.006825,0.991839,-0.848947,0.082845,0.037223,0.055714,-0.076261,-0.061637,0.993620,-0.291466,-0.081926,0.041158,0.014096,-0.006702,-0.052686,-0.998489,-0.617579,0.016094,0.925407
443,1.845833,-0.086779,0.103024,0.008514,0.990850,-0.848627,0.082843,0.038192,0.056194,-0.071516,-0.060870,0.993993,-0.290847,-0.081758,0.040235,0.014569,-0.005670,-0.052813,-0.998482,-0.613423,0.015477,0.925573
444,1.850000,-0.090426,0.110734,0.010305,0.989674,-0.848222,0.082766,0.039122,0.056810,-0.066452,-0.059912,0.994368,-0.290195,-0.081560,0.039247,0.014956,-0.004838,-0.052959,-0.998473,-0.609335,0.014908,0.925870
445,1.854167,-0.093428,0.119296,0.012108,0.988379,-0.847817,0.082710,0.040149,0.056829,-0.060983,-0.059770,0.994726,-0.289652,-0.081560,0.038227,0.015625,-0.004029,-0.052974,-0.998466,-0.605227,0.014356,0.926170
446,1.858333,-0.096131,0.128271,0.014163,0.986967,-0.847386,0.082652,0.041188,0.054855,-0.055413,-0.060136,0.995140,-0.289131,-0.081613,0.037141,0.015993,-0.003236,-0.052846,-0.998469,-0.601169,0.013755,0.926616
447,1.862500,-0.099237,0.137506,0.016371,0.985381,-0.846904,0.082543,0.042379,0.054427,-0.050949,-0.060295,0.995393,-0.288752,-0.081723,0.036344,0.016481,-0.002209,-0.052963,-0.998458,-0.596994,0.013161,0.926983
448,1.866667,-0.100669,0.147188,0.018745,0.983794,-0.846446,0.082479,0.043670,0.052451,-0.047116,-0.060352,0.995684,-0.288356,-0.081746,0.035749,0.016956,-0.001938,-0.052682,-0.998466,-0.592849,0.012564,0.927451
449,1.870833,-0.101905,0.157450,0.021316,0.982024,-0.845916,0.082387,0.045012,0.051128,-0.044461,-0.060353,0.995875,-0.287989,-0.081658,0.035360,0.017378,-0.001039,-0.052589,-0.998464,-0.588803,0.011928,0.928021
450,1.875000,-0.103524,0.168123,0.023241,0.980039,-0.845313,0.082161,0.046373,0.049425,-0.042198,-0.060422,0.996055,-0.287671,-0.081574,0.034995,0.017683,-0.000241,-0.052617,-0.998458,-0.584661,0.011239,0.928451
451,1.879167,-0.106383,0.179274,0.025756,0.977691,-0.844597,0.081942,0.047887,0.049068,-0.040002,-0.060694,0.996147,-0.287394,-0.081550,0.034534,0.018318,0.000489,-0.052062,-0.998476,-0.580603,0.010665,0.929010
452,1.883333,-0.107919,0.190459,0.028422,0.975331,-0.843818,0.081785,0.049546,0.046686,-0.037058,-0.060830,0.996367,-0.287148,-0.081492,0.034000,0.018606,0.001427,-0.051905,-0.998478,-0.576539,0.009999,0.929667
453,1.887500,-0.108828,0.203395,0.031469,0.972521,-0.842855,0.081554,0.051251,0.044499,-0.034283,-0.060371,0.996594,-0.286937,-0.081342,0.033484,0.018921,0.002020,-0.051459,-0.998494,-0.572538,0.009298,0.930323
454,1.891667,-0.109223,0.216178,0.034182,0.969623,-0.841792,0.081288,0.053056,0.042730,-0.031578,-0.059504,0.996813,-0.286749,-0.081111,0.032992,0.019449,0.002629,-0.050977,-0.998507,-0.568453,0.008604,0.930855
455,1.895833,-0.111625,0.229633,0.037685,0.966120,-0.840545,0.081061,0.054794,0.040803,-0.029316,-0.058597,0.997017,-0.286560,-0.080872,0.032650,0.019921,0.003261,-0.050480,-0.998521,-0.564518,0.007905,0.931541
456,1.900000,-0.112678,0.243228,0.039901,0.962575,-0.839103,0.080700,0.056665,0.038821,-0.027665,-0.057827,0.997188,-0.286365,-0.080680,0.032406,0.021231,0.003752,-0.049436,-0.998545,-0.560367,0.007305,0.931943
457,1.904167,-0.115872,0.254138,0.044169,0.959185,-0.837046,0.080674,0.058866,0.036360,-0.025636,-0.056889,0.997389,-0.286250,-0.080494,0.032210,0.021911,0.004144,-0.048927,-0.998553,-0.556509,0.006623,0.932611
458,1.908333,-0.116056,0.268396,0.046960,0.955138,-0.835067,0.080390,0.060915,0.034770,-0.024191,-0.056116,0.997525,-0.286259,-0.080406,0.032052,0.022984,0.004231,-0.048278,-0.998560,-0.552732,0.005961,0.933316
459,1.912500,-0.117403,0.284233,0.049102,0.950272,-0.833207,0.080014,0.062750,0.032048,-0.022521,-0.055633,0.997683,-0.286200,-0.080233,0.031735,0.023875,0.004032,-0.047810,-0.998563,-0.548896,0.005258,0.933950
460,1.916667,-0.118918,0.299092,0.051049,0.945408,-0.831089,0.079675,0.064645,0.029256,-0.020567,-0.055645,0.997810,-0.286148,-0.080127,0.031340,0.024048,0.004587,-0.047009,-0.998594,-0.545051,0.004595,0.934645
461,1.920833,-0.119250,0.314153,0.052424,0.940393,-0.828882,0.079382,0.066716,0.027434,-0.018951,-0.055695,0.997891,-0.286047,-0.080038,0.031084,0.024665,0.004593,-0.046734,-0.998592,-0.541248,0.003753,0.935255
462,1.925000,-0.120053,0.327229,0.054679,0.935692,-0.826237,0.079172,0.068952,0.027323,-0.017955,-0.055620,0.997917,-0.285984,-0.080066,0.030941,0.024627,0.005546,-0.045879,-0.998628,-0.537345,0.002982,0.935990
463,1.929167,-0.117498,0.343846,0.053694,0.930098,-0.824028,0.078838,0.070988,0.026320,-0.016715,-0.055706,0.997960,-0.285847,-0.080000,0.030733,0.025164,0.005689,-0.045249,-0.998643,-0.533590,0.002297,0.936595
464,1.933333,-0.116925,0.359382,0.053783,0.924273,-0.821388,0.078700,0.073355,0.024823,-0.015376,-0.055658,0.998023,-0.285699,-0.079884,0.030572,0.025511,0.006153,-0.044861,-0.998648,-0.529919,0.001487,0.937168
465,1.937500,-0.117065,0.373061,0.054006,0.918806,-0.818466,0.078749,0.075748,0.023724,-0.014802,-0.055384,0.998073,-0.285637,-0.079726,0.030516,0.026175,0.005955,-0.044156,-0.998664,-0.526256,0.000787,0.937745
466,1.941667,-0.120027,0.387966,0.057154,0.912036,-0.815247,0.078892,0.077538,0.022977,-0.014098,-0.055229,0.998110,-0.285635,-0.079595,0.030468,0.026927,0.005518,-0.043630,-0.998670,-0.522672,0.000017,0.938305
467,1.945833,-0.121460,0.399028,0.057931,0.907011,-0.811650,0.079107,0.080125,0.021276,-0.013476,-0.055055,0.998166,-0.285594,-0.079498,0.030341,0.027216,0.005777,-0.043265,-0.998676,-0.519059,-0.000646,0.938808
468,1.950000,-0.122473,0.409429,0.058684,0.902177,-0.807792,0.079415,0.082861,0.020142,-0.012837,-0.054835,0.998210,-0.285541,-0.079395,0.030261,0.027486,0.005672,-0.043037,-0.998679,-0.515446,-0.001373,0.939284
469,1.954167,-0.121936,0.418891,0.059068,0.897871,-0.803639,0.079805,0.085709,0.019240,-0.011895,-0.054769,0.998243,-0.285434,-0.079359,0.030109,0.027705,0.005362,-0.042740,-0.998688,-0.511829,-0.002034,0.939741
470,1.958333,-0.119783,0.427827,0.058585,0.893971,-0.799263,0.080203,0.088496,0.018879,-0.011262,-0.054737,0.998259,-0.285343,-0.079315,0.030032,0.027993,0.005502,-0.042473,-0.998690,-0.508342,-0.002707,0.940212
471,1.962500,-0.120050,0.437788,0.057600,0.889164,-0.794683,0.080607,0.091472,0.018654,-0.010856,-0.054782,0.998265,-0.285322,-0.079283,0.029970,0.028097,0.005313,-0.042401,-0.998691,-0.504815,-0.003367,0.940663
472,1.966667,-0.120200,0.445659,0.056610,0.885289,-0.789795,0.080724,0.094314,0.018276,-0.010517,-0.054926,0.998268,-0.285333,-0.079266,0.029912,0.027897,0.005564,-0.042387,-0.998696,-0.501287,-0.003959,0.941015
473,1.970833,-0.118792,0.453272,0.056328,0.881623,-0.784907,0.081216,0.096953,0.017752,-0.010178,-0.055179,0.998267,-0.285353,-0.079267,0.029849,0.028309,0.005026,-0.042262,-0.998693,-0.497839,-0.004526,0.941448
474,1.975000,-0.117333,0.460227,0.055336,0.878272,-0.779992,0.081464,0.099484,0.017247,-0.009879,-0.055241,0.998275,-0.285350,-0.079258,0.029794,0.028264,0.005086,-0.042265,-0.998694,-0.494446,-0.005096,0.941794
475,1.979167,-0.114497,0.464493,0.053227,0.876529,-0.774711,0.081766,0.102787,0.016926,-0.009671,-0.055171,0.998287,-0.285317,-0.079236,0.029763,0.028490,0.004793,-0.042222,-0.998691,-0.490897,-0.005630,0.942173
476,1.983333,-0.114156,0.468714,0.053086,0.874332,-0.769286,0.082206,0.105145,0.016716,-0.009494,-0.055081,0.998297,-0.285285,-0.079223,0.029740,0.028079,0.005099,-0.042259,-0.998699,-0.487388,-0.006186,0.942513
477,1.987500,-0.114473,0.473417,0.052025,0.871818,-0.763695,0.082729,0.107659,0.016633,-0.009384,-0.055009,0.998303,-0.285275,-0.079220,0.029738,0.027767,0.005186,-0.042314,-0.998705,-0.483892,-0.006760,0.942883
478,1.991667,-0.115343,0.476050,0.051600,0.870293,-0.757705,0.083230,0.110023,0.016660,-0.009245,-0.055051,0.998302,-0.285293,-0.079227,0.029697,0.027614,0.005104,-0.042060,-0.998720,-0.480475,-0.007239,0.943237
479,1.995833,-0.114873,0.476469,0.051812,0.870113,-0.751113,0.083754,0.112032,0.016635,-0.009146,-0.055174,0.998296,-0.285335,-0.079240,0.029662,0.027614,0.005091,-0.041988,-0.998723,-0.477093,-0.007747,0.943615
480,2.000000,-0.113891,0.475165,0.050940,0.871006,-0.744099,0.084307,0.114014,0.016690,-0.009090,-0.055205,0.998294,-0.285354,-0.079251,0.029640,0.027522,0.004873,-0.042158,-0.998720,-0.473622,-0.008218,0.944008
481,2.004167,-0.111129,0.473602,0.048622,0.872346,-0.736784,0.084991,0.115910,0.016690,-0.009061,-0.055151,0.998297,-0.285359,-0.079268,0.029626,0.027261,0.005217,-0.042162,-0.998725,-0.470209,-0.008672,0.944328
482,2.008333,-0.107730,0.471439,0.045267,0.874122,-0.729197,0.085677,0.117623,0.016718,-0.008979,-0.055094,0.998301,-0.285358,-0.079288,0.029612,0.026973,0.005243,-0.042156,-0.998733,-0.466844,-0.009131,0.944719
483,2.012500,-0.104026,0.468196,0.042141,0.876467,-0.721188,0.086204,0.119057,0.016880,-0.008971,-0.055005,0.998303,-0.285369,-0.079314,0.029607,0.026727,0.005080,-0.042137,-0.998741,-0.463522,-0.009610,0.945118
484,2.016667,-0.100747,0.464988,0.039327,0.878686,-0.713020,0.086884,0.120304,0.017841,-0.008958,-0.054949,0.998290,-0.285415,-0.079314,0.029648,0.026441,0.005491,-0.042054,-0.998750,-0.460135,-0.010063,0.945468
485,2.020833,-0.098912,0.461071,0.038647,0.880986,-0.704642,0.087629,0.121267,0.018246,-0.008924,-0.054883,0.998286,-0.285474,-0.079309,0.029650,0.026166,0.005550,-0.041884,-0.998764,-0.456843,-0.010522,0.945859
486,2.025000,-0.097185,0.457994,0.037311,0.882839,-0.696374,0.088463,0.122083,0.018412,-0.008921,-0.054773,0.998289,-0.285514,-0.079315,0.029626,0.025818,0.005492,-0.041619,-0.998785,-0.453540,-0.010961,0.946263
487,2.029167,-0.096157,0.454860,0.036689,0.884596,-0.688036,0.089305,0.122815,0.018477,-0.008957,-0.054690,0.998292,-0.285538,-0.079340,0.029601,0.025249,0.006041,-0.041360,-0.998807,-0.450108,-0.011350,0.946611
488,2.033333,-0.096715,0.449630,0.037249,0.887182,-0.679360,0.090100,0.123239,0.018676,-0.009051,-0.054629,0.998291,-0.285556,-0.079369,0.029606,0.024861,0.006131,-0.040992,-0.998831,-0.446843,-0.011796,0.947024
489,2.037500,-0.097165,0.444542,0.038117,0.889656,-0.670677,0.090768,0.123336,0.018917,-0.009185,-0.054498,0.998292,-0.285580,-0.079389,0.029608,0.024319,0.006391,-0.040550,-0.998861,-0.443575,-0.012252,0.947433
490,2.041667,-0.097093,0.439298,0.039045,0.892225,-0.661658,0.091639,0.123211,0.019050,-0.009192,-0.054402,0.998295,-0.285604,-0.079406,0.029606,0.023839,0.006748,-0.040108,-0.998888,-0.440224,-0.012646,0.947847
491,2.045833,-0.095950,0.434860,0.038814,0.894530,-0.652461,0.092625,0.123119,0.019248,-0.009246,-0.054313,0.998296,-0.285632,-0.079423,0.029615,0.023512,0.006775,-0.039305,-0.998928,-0.437014,-0.013086,0.948294
492,2.050000,-0.095819,0.428059,0.039740,0.897778,-0.643153,0.093500,0.122631,0.019374,-0.009350,-0.054269,0.998295,-0.285667,-0.079438,0.029618,0.023068,0.006862,-0.038663,-0.998962,-0.433762,-0.013531,0.948723
493,2.054167,-0.095039,0.421285,0.039692,0.901061,-0.633689,0.094412,0.122130,0.019496,-0.009420,-0.054269,0.998292,-0.285687,-0.079449,0.029612,0.022414,0.007123,-0.037764,-0.999010,-0.430546,-0.013983,0.949115
494,2.058333,-0.093249,0.413677,0.039648,0.904768,-0.624051,0.095356,0.121438,0.019544,-0.009453,-0.054235,0.998292,-0.285705,-0.079464,0.029615,0.021742,0.007628,-0.036809,-0.999057,-0.427279,-0.014381,0.949540
495,2.062500,-0.091896,0.406379,0.039515,0.908213,-0.614240,0.096292,0.120558,0.019593,-0.009402,-0.054213,0.998293,-0.285707,-0.079471,0.029610,0.020949,0.007806,-0.035935,-0.999104,-0.424040,-0.014845,0.950002
496,2.066667,-0.089975,0.398756,0.038909,0.911803,-0.604270,0.097226,0.119518,0.019667,-0.009526,-0.054180,0.998292,-0.285716,-0.079471,0.029620,0.020378,0.008092,-0.034952,-0.999148,-0.420797,-0.015250,0.950390
497,2.070833,-0.088287,0.390308,0.038385,0.915637,-0.594198,0.098065,0.118291,0.019686,-0.009490,-0.054175,0.998292,-0.285724,-0.079465,0.029606,0.019706,0.008393,-0.033900,-0.999196,-0.417547,-0.015663,0.950734
498,2.075000,-0.086496,0.382118,0.037821,0.919279,-0.583990,0.099063,0.116947,0.018785,-0.009383,-0.054207,0.998309,-0.285701,-0.079486,0.029517,0.018675,0.008967,-0.032848,-0.999246,-0.414306,-0.016081,0.951115
499,2.079167,-0.087631,0.372868,0.038196,0.922947,-0.573394,0.100020,0.115673,0.019192,-0.009323,-0.054329,0.998295,-0.285717,-0.079456,0.029558,0.017949,0.009261,-0.031687,-0.999294,-0.411051,-0.016453,0.951530
500,2.083333,-0.086051,0.364247,0.037511,0.926559,-0.562913,0.100993,0.114092,0.019588,-0.009454,-0.054402,0.998282,-0.285738,-0.079431,0.029605,0.017435,0.009509,-0.030483,-0.999338,-0.407913,-0.016877,0.951836
501,2.087500,-0.082179,0.355079,0.035929,0.930524,-0.552443,0.102025,0.112182,0.018307,-0.009255,-0.054377,0.998310,-0.285708,-0.079434,0.029505,0.016889,0.009486,-0.029166,-0.999387,-0.404795,-0.017285,0.952217
502,2.091667,-0.082321,0.345830,0.035107,0.934019,-0.541613,0.102899,0.110488,0.018310,-0.009315,-0.054432,0.998306,-0.285706,-0.079414,0.029517,0.016283,0.009518,-0.027873,-0.999434,-0.401605,-0.017644,0.952585
503,2.095833,-0.079229,0.336614,0.033607,0.937702,-0.530799,0.103885,0.108474,0.018169,-0.009287,-0.054511,0.998305,-0.285705,-0.079393,0.029510,0.015338,0.010246,-0.026794,-0.999471,-0.398430,-0.018034,0.952929
504,2.100000,-0.080035,0.326703,0.033052,0.941152,-0.519573,0.104845,0.106564,0.017731,-0.009084,-0.054598,0.998310,-0.285705,-0.079360,0.029478,0.015116,0.010252,-0.026232,-0.999489,-0.395408,-0.018331,0.952967
505,2.104167,-0.078400,0.316801,0.031809,0.944711,-0.508462,0.105844,0.104468,0.017308,-0.008920,-0.054717,0.998312,-0.285696,-0.079361,0.029440,0.014706,0.009745,-0.025779,-0.999512,-0.392400,-0.018686,0.953177
506,2.108333,-0.075344,0.307402,0.029881,0.948122,-0.497373,0.106700,0.102267,0.016945,-0.008819,-0.054927,0.998308,-0.285664,-0.079335,0.029394,0.014504,0.009618,-0.024894,-0.999539,-0.389373,-0.019036,0.953383
507,2.112500,-0.073120,0.297588,0.028258,0.951470,-0.486122,0.107670,0.100065,0.016614,-0.008621,-0.054924,0.998315,-0.285667,-0.079319,0.029368,0.013772,0.009618,-0.021601,-0.999626,-0.385728,-0.019237,0.953654
508,2.116667,-0.071241,0.287739,0.026151,0.954697,-0.474733,0.108592,0.097771,0.016333,-0.008455,-0.054918,0.998321,-0.285664,-0.079297,0.029356,0.013015,0.009546,-0.020567,-0.999658,-0.382598,-0.019535,0.953834
509,2.120833,-0.069789,0.277793,0.024376,0.957792,-0.463232,0.109549,0.095498,0.016134,-0.008354,-0.054988,0.998322,-0.285659,-0.079274,0.029334,0.012192,0.009935,-0.019428,-0.999688,-0.379429,-0.019795,0.953994
